sex,diversity,legacy,SAT,GPA,extracurricular,TOEFL,AP,letterScore,subject,group,C_SAT,C_GPA,C_extracurricular,C_TOEFL,C_AP,C_letterScore,C_subject,admission
M,O,N,592.353,2.765,6,51.156,9,0.319,3,MON0010101,0,0,1,0,1,0,1,N
M,B,N,814.294,2.586,8,96.14,18,0.193,4,MBN0010101,0,0,1,0,1,0,1,N
F,O,N,1211.483,1.755,2,52.93,3,0.666,2,FON0000000,0,0,0,0,0,0,0,Y
M,B,N,1005.652,1.586,4,82.327,1,0.9,4,MBN0000001,0,0,0,0,0,0,1,Y
F,H,N,1106.477,1.98,0,84.78,8,0.309,4,FHN0000101,0,0,0,0,1,0,1,N
F,W,Y,1434.988,2.955,7,77.719,9,0.47,3,FWY0010101,0,0,1,0,1,0,1,Y
M,B,N,980.138,3.192,6,90.23,2,0.676,0,MBN0110000,0,1,1,0,0,0,0,Y
M,A,N,1009.11,2.248,9,79.481,0,0.552,4,MAN0010001,0,0,1,0,0,0,1,Y
F,W,N,1332.847,2.545,6,50.865,9,0.477,4,FWN0010101,0,0,1,0,1,0,1,Y
M,W,N,1330.241,2.293,7,73.264,9,0.165,0,MWN0010100,0,0,1,0,1,0,0,Y
F,A,N,1349.674,2.992,5,65.57,9,0.048,2,FAN0010100,0,0,1,0,1,0,0,N
M,O,Y,1102.205,2.332,6,50.68,1,0.414,1,MOY0010000,0,0,1,0,0,0,0,N
M,B,N,584.856,2.593,1,86.474,1,0.61,0,MBN0000000,0,0,0,0,0,0,0,N
M,I,N,232.579,2.479,9,81.513,4,0.332,2,MIN0010000,0,0,1,0,0,0,0,N
M,W,Y,1032.178,1.371,7,67.797,1,0.373,1,MWY0010000,0,0,1,0,0,0,0,Y
M,W,N,489.693,1.706,0,52.633,5,0.851,4,MWN0000001,0,0,0,0,0,0,1,Y
F,H,N,1350.477,3.076,0,103.429,5,0.621,3,FHN0101001,0,1,0,1,0,0,1,N
M,W,N,1099.272,2.365,8,93.253,9,0.115,3,MWN0010101,0,0,1,0,1,0,1,Y
M,I,N,932.793,2.153,9,74.337,8,0.725,4,MIN0010101,0,0,1,0,1,0,1,N
F,W,Y,1554.434,2.601,2,103.102,9,0.137,0,FWY0001100,0,0,0,1,1,0,0,Y
F,A,Y,1520.278,2.105,7,72.149,6,0.493,4,FAY0010001,0,0,1,0,0,0,1,N
F,W,Y,1274.167,2.525,9,102.712,4,0.503,3,FWY0011001,0,0,1,1,0,0,1,Y
M,W,N,647.387,2.492,3,116.6,24,0.054,2,MWN0001100,0,0,0,1,1,0,0,N
F,B,N,776.525,1.496,0,86.864,16,0.988,2,FBN0000110,0,0,0,0,1,1,0,N
F,A,N,1397.994,1.831,3,73.095,4,0.326,2,FAN0000000,0,0,0,0,0,0,0,Y
M,W,N,732.896,2.778,2,84.347,7,0.486,1,MWN0000000,0,0,0,0,0,0,0,Y
F,A,N,974.587,2.117,6,65.59,3,0.163,2,FAN0010000,0,0,1,0,0,0,0,N
F,A,N,1333.24,2.736,0,74.915,1,0.031,4,FAN0000001,0,0,0,0,0,0,1,N
M,W,Y,1029.523,1.921,5,96.578,0,0.967,0,MWY0010010,0,0,1,0,0,1,0,Y
F,O,Y,710.149,2.869,8,63.803,5,0.241,1,FOY0010000,0,0,1,0,0,0,0,Y
M,W,N,165.57,2.017,6,91.333,3,0.109,3,MWN0010001,0,0,1,0,0,0,1,N
F,A,Y,1210.579,2.413,7,74.541,9,0.097,0,FAY0010100,0,0,1,0,1,0,0,Y
F,O,N,1141.438,2.171,3,57.86,8,0.045,1,FON0000100,0,0,0,0,1,0,0,Y
M,H,N,1752.83,2.642,7,108.257,6,0.313,4,MHN0011001,0,0,1,1,0,0,1,Y
M,A,N,1070.505,1.806,6,71.818,5,0.844,0,MAN0010000,0,0,1,0,0,0,0,Y
M,O,Y,788.913,1.312,7,57.695,0,0.845,4,MOY0010001,0,0,1,0,0,0,1,N
M,B,N,813.191,2.173,3,88.999,34,0.122,1,MBN0000100,0,0,0,0,1,0,0,Y
M,A,N,1030.207,2.74,7,70.245,6,0.858,4,MAN0010001,0,0,1,0,0,0,1,N
F,W,N,1282.059,3.724,4,49.911,0,0.794,3,FWN0100001,0,1,0,0,0,0,1,Y
F,A,N,1297.462,2.766,2,74.106,23,0.165,2,FAN0000100,0,0,0,0,1,0,0,Y
F,O,N,904.23,3.005,3,46.285,5,0.064,2,FON0100000,0,1,0,0,0,0,0,N
F,W,N,1376.522,2.091,7,87.52,34,0.35,3,FWN0010101,0,0,1,0,1,0,1,N
F,A,Y,709.811,2.291,5,73.882,6,0.588,4,FAY0010001,0,0,1,0,0,0,1,Y
F,W,N,1391.986,2.947,3,102.377,1,0.304,0,FWN0001000,0,0,0,1,0,0,0,Y
M,A,Y,1028.492,2.246,2,73.238,9,0.926,0,MAY0000110,0,0,0,0,1,1,0,N
F,O,N,941.895,2.702,3,52.734,3,0.492,0,FON0000000,0,0,0,0,0,0,0,N
M,B,N,1219.917,3.865,7,93.632,2,0.735,1,MBN0110000,0,1,1,0,0,0,0,N
F,B,N,1079.451,3.371,3,88.923,5,0.726,2,FBN0100000,0,1,0,0,0,0,0,N
F,I,N,1218.657,1.552,0,80.734,1,0.164,1,FIN0000000,0,0,0,0,0,0,0,Y
F,W,N,1474.762,2.473,4,69.369,3,0.685,0,FWN0000000,0,0,0,0,0,0,0,N
M,O,N,1342.34,2.562,3,64.533,2,0.384,3,MON0000001,0,0,0,0,0,0,1,Y
F,O,N,1343.626,2.733,0,63.105,3,0.031,1,FON0000000,0,0,0,0,0,0,0,N
F,B,N,1594.776,2.651,1,93.311,5,0.707,4,FBN0000001,0,0,0,0,0,0,1,N
M,W,Y,1196.656,1.842,5,63.104,6,0.126,1,MWY0010000,0,0,1,0,0,0,0,Y
M,A,N,968.481,2.571,0,68.096,22,0.247,1,MAN0000100,0,0,0,0,1,0,0,Y
M,W,N,1164.39,0.837,6,55.057,5,0.646,4,MWN0010001,0,0,1,0,0,0,1,Y
F,W,N,1242.682,2.765,9,54.686,3,0.906,2,FWN0010010,0,0,1,0,0,1,0,N
F,A,N,1175.195,3.144,5,71.717,4,0.934,1,FAN0110010,0,1,1,0,0,1,0,Y
F,B,N,867.74,2.671,6,91.939,6,0.652,3,FBN0010001,0,0,1,0,0,0,1,N
F,H,Y,1279.301,2.482,4,110.711,8,0.289,3,FHY0001101,0,0,0,1,1,0,1,Y
F,H,N,1164.057,2.479,5,100.885,4,0.436,2,FHN0011000,0,0,1,1,0,0,0,N
F,O,N,811.815,1.82,3,50.54,8,0.37,0,FON0000100,0,0,0,0,1,0,0,N
M,W,N,1123.098,2.97,5,77.266,7,0.187,4,MWN0010001,0,0,1,0,0,0,1,Y
M,W,N,1289.36,1.72,2,116.753,5,0.652,0,MWN0001000,0,0,0,1,0,0,0,N
F,W,N,1032.147,3.122,4,50.069,9,0.86,2,FWN0100100,0,1,0,0,1,0,0,N
F,A,N,1096.837,3.46,7,70.016,9,0.046,4,FAN0110101,0,1,1,0,1,0,1,N
F,A,N,1472.058,1.645,7,64.67,9,0.21,2,FAN0010100,0,0,1,0,1,0,0,Y
M,W,N,1229.139,2.35,1,86.081,6,0.32,0,MWN0000000,0,0,0,0,0,0,0,Y
F,W,N,1584.421,3.814,6,45.533,4,0.046,1,FWN0110000,0,1,1,0,0,0,0,N
M,O,N,584.813,1.981,3,51.621,9,0.035,3,MON0000101,0,0,0,0,1,0,1,Y
M,A,N,825.708,2.764,9,74.781,9,0.18,2,MAN0010100,0,0,1,0,1,0,0,Y
M,H,N,902.124,1.984,8,87.755,5,0.843,2,MHN0010000,0,0,1,0,0,0,0,Y
F,A,Y,741.939,1.718,9,76.663,4,0.104,4,FAY0010001,0,0,1,0,0,0,1,N
F,W,N,1561.848,3.579,2,71.008,8,0.477,4,FWN0100101,0,1,0,0,1,0,1,N
M,O,N,1285.105,3.086,9,50.158,4,0.484,3,MON0110001,0,1,1,0,0,0,1,Y
F,W,N,1216.952,1.577,5,98.636,4,0.295,2,FWN0010000,0,0,1,0,0,0,0,Y
F,W,Y,1355.116,3.144,3,76.664,22,0.444,3,FWY0100101,0,1,0,0,1,0,1,Y
F,B,Y,1444.106,3.578,9,95.037,17,0.301,1,FBY0110100,0,1,1,0,1,0,0,N
F,W,N,1496.943,2.482,8,90.678,0,0.31,2,FWN0010000,0,0,1,0,0,0,0,N
F,W,N,1033.666,3.024,5,95.881,4,0.405,1,FWN0110000,0,1,1,0,0,0,0,Y
M,B,N,913.872,2.012,1,92.019,1,0.354,1,MBN0000000,0,0,0,0,0,0,0,N
F,A,N,716.998,2.076,1,67.517,6,0.078,0,FAN0000000,0,0,0,0,0,0,0,N
M,W,N,1064.673,2.025,6,113.488,8,0.458,2,MWN0011100,0,0,1,1,1,0,0,Y
F,W,N,586.792,3.79,3,101.738,36,0.697,3,FWN0101101,0,1,0,1,1,0,1,Y
M,A,N,204.35,3.072,5,67.289,4,0.862,2,MAN0110000,0,1,1,0,0,0,0,N
M,H,N,1192.309,2.834,6,99.378,3,0.657,2,MHN0010000,0,0,1,0,0,0,0,N
M,O,N,1506.221,2.933,6,66.358,1,0.147,1,MON0010000,0,0,1,0,0,0,0,Y
F,W,N,1014.054,3.516,7,54.192,0,0.528,0,FWN0110000,0,1,1,0,0,0,0,N
F,H,N,1385.518,2.49,0,99.302,2,0.522,4,FHN0000001,0,0,0,0,0,0,1,N
M,W,Y,893.439,1.932,4,61.784,2,0.355,2,MWY0000000,0,0,0,0,0,0,0,Y
M,O,N,1114.253,3.142,1,55.823,0,0.807,4,MON0100001,0,1,0,0,0,0,1,N
M,W,N,548.541,2.745,9,104.934,0,0.895,1,MWN0011000,0,0,1,1,0,0,0,Y
F,A,Y,969.523,3.557,6,70.338,7,0.825,2,FAY0110000,0,1,1,0,0,0,0,Y
F,H,N,1101.392,3.536,1,90.741,4,0.658,1,FHN0100000,0,1,0,0,0,0,0,N
F,H,N,835.402,3.57,9,104.379,3,0.914,4,FHN0111011,0,1,1,1,0,1,1,N
M,A,N,750.341,2.731,8,65.72,0,0.477,0,MAN0010000,0,0,1,0,0,0,0,Y
F,O,Y,1405.725,2.952,5,63.364,9,0.023,4,FOY0010101,0,0,1,0,1,0,1,N
M,B,Y,766.932,3.008,5,84.287,6,0.337,1,MBY0110000,0,1,1,0,0,0,0,Y
M,W,N,1140.507,1.642,5,62.675,20,0.351,4,MWN0010101,0,0,1,0,1,0,1,N
F,B,N,1631.809,3.347,7,87.91,6,0.149,2,FBN0110000,0,1,1,0,0,0,0,N
M,W,N,382.591,2.117,6,72.417,9,0.1,3,MWN0010101,0,0,1,0,1,0,1,N
F,A,N,1272.527,2.786,5,67.371,0,0.581,0,FAN0010000,0,0,1,0,0,0,0,N
M,O,N,961.363,1.838,4,74.471,1,0.988,1,MON0000010,0,0,0,0,0,1,0,Y
F,B,Y,1495.499,2.981,0,93.868,8,0.955,1,FBY0000110,0,0,0,0,1,1,0,N
M,B,Y,619.8,2.028,9,86.589,2,0.726,2,MBY0010000,0,0,1,0,0,0,0,Y
M,W,N,1448.137,2.298,6,69.736,2,0.884,2,MWN0010000,0,0,1,0,0,0,0,N
M,W,N,1184.186,2.878,1,76.243,6,0.683,3,MWN0000001,0,0,0,0,0,0,1,N
F,A,N,989.668,1.711,5,75.174,4,0.175,3,FAN0010001,0,0,1,0,0,0,1,N
M,I,N,1490.763,1.904,4,79.412,5,0.612,4,MIN0000001,0,0,0,0,0,0,1,Y
M,H,Y,832.251,2.776,7,106.039,3,0.373,4,MHY0011001,0,0,1,1,0,0,1,N
F,A,N,639.003,3.55,1,72.858,0,0.205,1,FAN0100000,0,1,0,0,0,0,0,Y
F,A,Y,838.871,3.466,1,65.354,7,0.533,0,FAY0100000,0,1,0,0,0,0,0,N
M,B,N,860.487,2.37,3,102.764,0,0.385,1,MBN0001000,0,0,0,1,0,0,0,N
M,O,Y,1123.929,2.829,7,64.331,7,0.383,1,MOY0010000,0,0,1,0,0,0,0,Y
F,O,N,1056.569,3.462,4,68.522,2,0.079,4,FON0100001,0,1,0,0,0,0,1,N
M,A,N,886.808,2.632,1,64.543,2,0.845,0,MAN0000000,0,0,0,0,0,0,0,Y
M,A,N,1146.91,1.543,1,68.653,4,0.532,2,MAN0000000,0,0,0,0,0,0,0,Y
F,B,N,1358.73,2.491,9,76.69,8,0.898,2,FBN0010100,0,0,1,0,1,0,0,N
M,I,N,1087.293,2.29,6,79.809,29,0.165,3,MIN0010101,0,0,1,0,1,0,1,Y
M,I,N,962.813,2.629,6,97.04,20,0.852,3,MIN0010101,0,0,1,0,1,0,1,Y
M,I,N,922.207,1.449,3,93.805,2,0.421,3,MIN0000001,0,0,0,0,0,0,1,N
M,B,Y,773.453,2.313,7,95.36,1,0.641,1,MBY0010000,0,0,1,0,0,0,0,Y
M,O,N,1017.111,1.582,1,72.027,1,0.817,2,MON0000000,0,0,0,0,0,0,0,Y
F,H,N,1435.29,2.319,2,121.638,4,0.756,2,FHN0001000,0,0,0,1,0,0,0,N
M,A,Y,593.638,3.013,5,68.507,5,0.768,1,MAY0110000,0,1,1,0,0,0,0,Y
F,W,N,1290.528,2.759,8,77.027,2,0.468,0,FWN0010000,0,0,1,0,0,0,0,Y
F,O,N,1314.438,4.244,0,49.279,0,0.86,2,FON0100000,0,1,0,0,0,0,0,Y
F,W,N,1255.963,2.474,2,60.105,5,0.331,4,FWN0000001,0,0,0,0,0,0,1,Y
F,A,N,1290.556,2.423,6,80.605,8,0.363,1,FAN0010100,0,0,1,0,1,0,0,N
M,O,N,1333.252,2.241,9,45.036,8,0.084,0,MON0010100,0,0,1,0,1,0,0,Y
F,W,N,1631.578,2.733,1,44.837,4,0.392,1,FWN0000000,0,0,0,0,0,0,0,N
M,A,N,1382.117,2.473,3,72.039,3,0.488,2,MAN0000000,0,0,0,0,0,0,0,N
F,H,N,1149.366,1.647,1,100.053,14,0.612,0,FHN0001100,0,0,0,1,1,0,0,Y
F,W,N,1118.999,3.255,4,80.345,8,0.422,1,FWN0100100,0,1,0,0,1,0,0,N
F,W,N,1228.19,2.87,8,76.198,0,0.878,2,FWN0010000,0,0,1,0,0,0,0,N
F,O,N,1020.522,3.865,1,55.758,2,0.078,3,FON0100001,0,1,0,0,0,0,1,Y
F,A,N,1213.29,3.583,5,76.959,3,0.89,2,FAN0110000,0,1,1,0,0,0,0,N
M,I,N,621.047,1.454,3,73.61,3,0.812,2,MIN0000000,0,0,0,0,0,0,0,N
F,B,N,1846.784,2.349,0,87.39,14,0.469,2,FBN0000100,0,0,0,0,1,0,0,N
M,W,N,686.6,2.684,7,106.54,2,0.615,4,MWN0011001,0,0,1,1,0,0,1,Y
M,A,N,1431.202,1.765,4,67.455,2,0.123,0,MAN0000000,0,0,0,0,0,0,0,Y
F,H,N,1045.902,1.769,2,81.949,1,0.842,4,FHN0000001,0,0,0,0,0,0,1,Y
F,O,N,1356.051,2.99,3,48.406,26,0.14,4,FON0000101,0,0,0,0,1,0,1,Y
F,W,N,1142.09,2.541,2,99.183,3,0.196,2,FWN0000000,0,0,0,0,0,0,0,Y
M,O,N,1446.464,2.965,5,62.157,3,0.384,2,MON0010000,0,0,1,0,0,0,0,N
F,A,N,1251.565,2.53,5,73.709,5,0.262,2,FAN0010000,0,0,1,0,0,0,0,Y
F,O,Y,1015.899,2.691,8,70.055,4,0.181,3,FOY0010001,0,0,1,0,0,0,1,Y
F,W,N,1248.486,3.625,4,67.433,7,0.796,2,FWN0100000,0,1,0,0,0,0,0,N
F,A,N,1142.642,2.171,2,71.954,1,0.16,1,FAN0000000,0,0,0,0,0,0,0,N
F,B,N,791.804,2.434,4,89.715,1,0.921,4,FBN0000011,0,0,0,0,0,1,1,Y
F,A,N,1013.252,3.337,1,67.861,0,0.47,0,FAN0100000,0,1,0,0,0,0,0,N
F,W,Y,632.957,3.272,6,131.305,9,0.535,0,FWY0111100,0,1,1,1,1,0,0,Y
F,W,N,1832.795,3.075,1,81.3,5,0.461,1,FWN0100000,0,1,0,0,0,0,0,N
F,W,N,1039.666,3.245,4,78.109,5,0.234,4,FWN0100001,0,1,0,0,0,0,1,N
F,W,N,1375.763,3.297,6,71.631,7,0.505,2,FWN0110000,0,1,1,0,0,0,0,Y
M,A,N,946.977,1.295,5,74.118,5,0.015,3,MAN0010001,0,0,1,0,0,0,1,N
M,A,Y,1153.637,1.329,4,67.869,6,0.177,3,MAY0000001,0,0,0,0,0,0,1,Y
M,W,N,851.75,2.172,3,70.496,6,0.185,0,MWN0000000,0,0,0,0,0,0,0,N
F,H,Y,1327.458,3.084,6,103.039,3,0.414,1,FHY0111000,0,1,1,1,0,0,0,N
F,B,N,1294.85,1.955,8,92.405,3,0.296,0,FBN0010000,0,0,1,0,0,0,0,Y
M,H,N,750.068,3.219,9,99.013,8,0.509,3,MHN0110101,0,1,1,0,1,0,1,N
F,I,N,761.209,3.832,0,75.532,21,0.189,2,FIN0100100,0,1,0,0,1,0,0,Y
M,W,N,484.312,1.038,0,83.601,1,0.929,4,MWN0000011,0,0,0,0,0,1,1,N
F,A,N,1125.345,2.527,0,73.197,20,0.674,0,FAN0000100,0,0,0,0,1,0,0,N
M,A,Y,302.597,2.144,7,71.108,4,0.725,2,MAY0010000,0,0,1,0,0,0,0,N
F,I,N,1458.532,2.53,5,74.163,3,0.544,3,FIN0010001,0,0,1,0,0,0,1,N
F,A,N,1349.37,1.749,4,72.704,6,0.949,1,FAN0000010,0,0,0,0,0,1,0,N
M,O,N,1214.062,2.665,6,69.765,1,0.232,4,MON0010001,0,0,1,0,0,0,1,N
F,O,N,1614.495,2.591,4,48.906,7,0.887,0,FON0000000,0,0,0,0,0,0,0,Y
M,O,N,1533.57,3.055,4,54.0,0,0.237,2,MON0100000,0,1,0,0,0,0,0,Y
M,A,N,1035.578,2.423,1,80.906,0,0.536,4,MAN0000001,0,0,0,0,0,0,1,Y
F,O,N,1179.231,2.21,0,65.235,4,0.697,2,FON0000000,0,0,0,0,0,0,0,N
M,B,N,1415.371,1.636,8,93.656,0,0.671,2,MBN0010000,0,0,1,0,0,0,0,Y
F,B,N,1481.612,2.645,6,103.864,4,0.709,1,FBN0011000,0,0,1,1,0,0,0,N
M,W,N,1057.786,2.507,7,97.934,6,0.158,0,MWN0010000,0,0,1,0,0,0,0,N
F,W,Y,1239.174,1.757,7,94.476,0,0.869,1,FWY0010000,0,0,1,0,0,0,0,Y
F,W,N,304.414,3.182,2,83.892,0,0.549,0,FWN0100000,0,1,0,0,0,0,0,N
M,W,N,831.201,2.911,5,113.213,8,0.775,0,MWN0011100,0,0,1,1,1,0,0,N
M,W,N,734.674,2.583,7,80.115,3,1.0,1,MWN0010010,0,0,1,0,0,1,0,Y
F,W,N,809.522,1.961,1,58.676,1,0.07,4,FWN0000001,0,0,0,0,0,0,1,Y
F,O,N,834.378,3.011,0,71.596,3,0.447,1,FON0100000,0,1,0,0,0,0,0,Y
F,O,N,869.983,2.443,8,60.334,24,0.981,1,FON0010110,0,0,1,0,1,1,0,Y
M,W,N,885.635,2.08,8,73.008,5,0.19,0,MWN0010000,0,0,1,0,0,0,0,N
M,W,N,1224.757,2.718,2,108.436,18,0.184,2,MWN0001100,0,0,0,1,1,0,0,Y
M,A,N,761.518,2.199,9,64.509,0,0.715,3,MAN0010001,0,0,1,0,0,0,1,Y
M,H,Y,969.473,1.346,3,94.85,0,0.434,2,MHY0000000,0,0,0,0,0,0,0,Y
F,A,N,1355.039,2.713,0,70.29,21,0.742,0,FAN0000100,0,0,0,0,1,0,0,N
M,B,N,619.758,2.18,2,94.666,5,0.668,1,MBN0000000,0,0,0,0,0,0,0,Y
F,W,N,804.528,2.668,8,50.982,3,0.6,2,FWN0010000,0,0,1,0,0,0,0,N
F,W,N,1310.841,3.22,9,80.891,8,0.246,1,FWN0110100,0,1,1,0,1,0,0,N
M,O,Y,1303.985,3.022,3,67.781,5,0.493,1,MOY0100000,0,1,0,0,0,0,0,Y
F,I,N,1801.982,2.563,0,89.299,2,0.015,3,FIN0000001,0,0,0,0,0,0,1,N
M,W,N,1017.644,2.049,9,99.862,0,0.513,1,MWN0010000,0,0,1,0,0,0,0,Y
F,B,N,887.605,3.255,8,85.341,3,0.286,4,FBN0110001,0,1,1,0,0,0,1,N
M,B,N,1133.545,2.482,0,83.299,2,0.129,1,MBN0000000,0,0,0,0,0,0,0,N
M,O,N,521.165,1.686,0,75.987,2,0.767,3,MON0000001,0,0,0,0,0,0,1,Y
F,B,N,1046.187,2.505,7,78.355,3,0.346,3,FBN0010001,0,0,1,0,0,0,1,N
F,A,Y,1177.918,1.391,5,79.517,7,0.602,3,FAY0010001,0,0,1,0,0,0,1,Y
F,H,N,1588.298,1.727,0,81.126,4,0.134,4,FHN0000001,0,0,0,0,0,0,1,Y
M,W,Y,1296.029,2.263,5,79.315,3,0.691,1,MWY0010000,0,0,1,0,0,0,0,N
F,B,N,1087.501,3.055,8,95.698,1,0.483,2,FBN0110000,0,1,1,0,0,0,0,Y
F,A,Y,1206.585,2.621,4,67.696,3,0.87,0,FAY0000000,0,0,0,0,0,0,0,Y
F,W,N,1072.062,3.471,9,82.928,2,0.057,0,FWN0110000,0,1,1,0,0,0,0,N
F,W,N,1392.175,2.127,8,66.76,0,0.598,3,FWN0010001,0,0,1,0,0,0,1,Y
M,W,N,916.198,2.475,1,57.338,6,0.461,0,MWN0000000,0,0,0,0,0,0,0,Y
F,W,N,1303.397,2.604,3,73.017,3,0.262,1,FWN0000000,0,0,0,0,0,0,0,Y
M,W,N,1088.593,2.285,9,91.466,5,0.182,4,MWN0010001,0,0,1,0,0,0,1,N
M,A,N,1125.235,1.794,9,73.277,1,0.947,4,MAN0010011,0,0,1,0,0,1,1,Y
M,W,N,597.26,2.125,7,75.903,9,0.141,4,MWN0010101,0,0,1,0,1,0,1,N
M,O,N,637.681,2.268,4,56.734,7,0.181,2,MON0000000,0,0,0,0,0,0,0,N
M,B,N,849.105,2.865,2,98.26,3,0.824,3,MBN0000001,0,0,0,0,0,0,1,Y
M,W,N,708.862,2.697,8,57.21,0,0.685,4,MWN0010001,0,0,1,0,0,0,1,Y
M,B,N,826.258,1.983,1,83.766,2,0.581,4,MBN0000001,0,0,0,0,0,0,1,Y
M,H,N,897.693,2.725,1,108.009,3,0.041,3,MHN0001001,0,0,0,1,0,0,1,N
M,I,Y,1366.099,1.935,3,76.818,3,0.828,3,MIY0000001,0,0,0,0,0,0,1,Y
F,W,N,1294.184,3.62,1,89.922,5,0.514,3,FWN0100001,0,1,0,0,0,0,1,N
F,A,N,1006.478,2.745,2,67.624,1,0.621,2,FAN0000000,0,0,0,0,0,0,0,N
F,W,N,1792.119,2.595,1,55.529,6,0.13,0,FWN0000000,0,0,0,0,0,0,0,Y
F,A,Y,1228.137,2.548,2,75.208,2,0.598,0,FAY0000000,0,0,0,0,0,0,0,Y
F,A,N,972.322,1.584,7,67.617,33,0.038,3,FAN0010101,0,0,1,0,1,0,1,N
F,W,N,1199.864,3.402,1,99.618,23,0.031,4,FWN0100101,0,1,0,0,1,0,1,N
M,A,N,958.217,2.663,0,73.373,2,0.462,1,MAN0000000,0,0,0,0,0,0,0,Y
F,H,N,1044.454,3.246,9,101.735,9,0.979,0,FHN0111110,0,1,1,1,1,1,0,N
M,A,N,806.647,2.226,4,66.099,2,0.961,3,MAN0000011,0,0,0,0,0,1,1,Y
M,W,N,371.994,2.052,9,89.825,0,0.045,4,MWN0010001,0,0,1,0,0,0,1,N
M,A,N,2085.233,2.561,5,67.793,1,0.315,4,MAN1010001,1,0,1,0,0,0,1,N
F,A,N,779.552,1.752,1,72.755,3,0.157,0,FAN0000000,0,0,0,0,0,0,0,N
M,W,N,901.438,2.706,5,77.717,3,0.097,1,MWN0010000,0,0,1,0,0,0,0,N
M,O,N,974.456,2.041,7,75.057,8,0.557,2,MON0010100,0,0,1,0,1,0,0,Y
F,W,N,1050.944,1.854,7,74.024,4,0.217,0,FWN0010000,0,0,1,0,0,0,0,Y
M,A,N,1263.333,3.672,5,68.111,1,0.88,0,MAN0110000,0,1,1,0,0,0,0,Y
F,O,Y,1569.142,2.757,9,50.333,4,0.174,3,FOY0010001,0,0,1,0,0,0,1,Y
F,W,N,1490.281,1.817,7,78.995,0,0.008,1,FWN0010000,0,0,1,0,0,0,0,Y
F,O,N,1289.774,3.414,8,71.647,1,0.372,3,FON0110001,0,1,1,0,0,0,1,N
F,I,N,873.459,3.413,8,89.068,4,0.579,0,FIN0110000,0,1,1,0,0,0,0,N
M,A,N,1231.159,2.566,9,69.827,3,0.636,1,MAN0010000,0,0,1,0,0,0,0,Y
F,B,N,1583.654,2.197,2,92.809,19,0.089,1,FBN0000100,0,0,0,0,1,0,0,Y
F,H,N,1059.659,2.756,1,95.161,8,0.771,2,FHN0000100,0,0,0,0,1,0,0,N
M,B,N,1254.074,1.834,8,81.498,5,0.823,1,MBN0010000,0,0,1,0,0,0,0,Y
M,B,N,1170.939,1.177,0,86.395,0,0.933,3,MBN0000011,0,0,0,0,0,1,1,Y
F,O,N,1290.394,3.721,4,70.723,3,0.586,0,FON0100000,0,1,0,0,0,0,0,N
M,A,N,1217.82,2.093,4,76.128,6,0.522,2,MAN0000000,0,0,0,0,0,0,0,Y
M,A,Y,1063.276,2.027,7,74.73,2,0.432,1,MAY0010000,0,0,1,0,0,0,0,Y
F,A,Y,1484.016,3.159,9,72.66,18,0.271,0,FAY0110100,0,1,1,0,1,0,0,N
F,A,Y,735.673,3.289,6,72.849,7,0.898,0,FAY0110000,0,1,1,0,0,0,0,Y
F,W,Y,973.575,2.425,6,97.665,5,0.219,4,FWY0010001,0,0,1,0,0,0,1,Y
F,O,N,1504.962,2.704,3,41.081,2,0.344,2,FON0000000,0,0,0,0,0,0,0,N
F,W,N,839.597,1.36,9,76.918,4,0.023,4,FWN0010001,0,0,1,0,0,0,1,N
M,I,N,699.722,2.223,2,84.898,9,0.051,1,MIN0000100,0,0,0,0,1,0,0,N
M,I,N,688.566,1.985,1,71.158,0,0.178,3,MIN0000001,0,0,0,0,0,0,1,Y
M,H,N,713.628,2.846,3,97.05,8,0.784,1,MHN0000100,0,0,0,0,1,0,0,Y
M,I,N,1301.859,1.782,7,86.11,37,0.975,0,MIN0010110,0,0,1,0,1,1,0,Y
F,O,N,792.443,1.974,9,46.521,3,0.407,4,FON0010001,0,0,1,0,0,0,1,N
F,B,N,1274.947,2.448,1,88.405,1,0.499,4,FBN0000001,0,0,0,0,0,0,1,Y
M,O,N,816.994,2.35,6,47.528,1,0.984,4,MON0010011,0,0,1,0,0,1,1,N
M,A,Y,420.428,2.815,8,78.667,7,0.044,2,MAY0010000,0,0,1,0,0,0,0,N
M,O,N,890.618,1.828,5,51.482,17,0.234,4,MON0010101,0,0,1,0,1,0,1,N
F,W,N,752.49,3.736,6,65.094,4,0.524,1,FWN0110000,0,1,1,0,0,0,0,N
F,O,N,1434.895,3.109,4,58.446,8,0.058,3,FON0100101,0,1,0,0,1,0,1,N
M,O,N,1238.979,1.866,4,58.96,6,0.416,2,MON0000000,0,0,0,0,0,0,0,N
F,W,N,953.892,2.113,9,54.601,6,0.762,1,FWN0010000,0,0,1,0,0,0,0,N
F,W,N,1434.023,2.499,1,105.812,11,0.258,0,FWN0001100,0,0,0,1,1,0,0,N
M,W,N,968.339,2.078,6,66.541,26,0.531,0,MWN0010100,0,0,1,0,1,0,0,N
M,O,Y,1115.387,1.241,0,70.693,5,0.245,3,MOY0000001,0,0,0,0,0,0,1,Y
F,W,N,928.996,2.421,1,101.598,2,0.918,2,FWN0001010,0,0,0,1,0,1,0,N
F,A,N,1480.665,3.31,7,72.417,1,0.711,0,FAN0110000,0,1,1,0,0,0,0,N
